,Unnamed: 0,Incident Address Display,Borough,Community Board,Police Precinct,City Council District,Created Date,Status,Resolution Action,Closed Date,X Coordinate,Y Coordinate,full_address,geocode
98,13162,11 JERSEY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,04/15/2011 07:00:00 AM +0000,Open,Unspecified,,985456.0,203147.0,"11 JERSEY STREET, NEW YORK, NEW YORK","(40.72425399999999, -73.9956636)"
99,13165,11 EAST 3 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,03/03/2011 08:00:00 AM +0000,Open,Unspecified,,986716.0,203819.0,"11 EAST 3 STREET, NEW YORK, NEW YORK","(40.7260461, -73.991019)"
100,13169,11 DIVISION STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,07/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985149.0,199425.0,"11 DIVISION STREET, NEW YORK, NEW YORK","(40.7138444, -73.99674739999999)"
101,13171,119 WEST 106 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,02/22/2011 08:00:00 AM +0000,Open,Unspecified,,994312.0,230588.0,"119 WEST 106 STREET, NEW YORK, NEW YORK","(40.799869, -73.963611)"
102,13179,119 D AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,07/08/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990941.0,203029.0,"119 D AVENUE, NEW YORK, NEW YORK","(40.6762437, -73.94709449999999)"
103,13215,118 MERCER STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,08/08/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984485.0,203030.0,"118 MERCER STREET, NEW YORK, NEW YORK","(40.7238858, -73.9992011)"
104,13217,118 LEXINGTON AVENUE,MANHATTAN,05 MANHATTAN,Precinct 13,2.0,01/12/2011 08:00:00 AM +0000,Open,Unspecified,,989090.0,209810.0,"118 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.7426282, -73.9827126)"
105,13247,117 WEST 116 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997968.0,231601.0,"117 WEST 116 STREET, NEW YORK, NEW YORK","(40.802656, -73.950441)"
106,13297,116 WEST 24 STREET,MANHATTAN,04 MANHATTAN,Precinct 13,3.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986168.0,210291.0,"116 WEST 24 STREET, NEW YORK, NEW YORK","(40.743813, -73.993332)"
107,13300,116 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999128.0,233690.0,"116 WEST 125 STREET, NEW YORK, NEW YORK","(40.807932, -73.946612)"
108,13346,115 WEST 142 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1001311.0,237606.0,"115 WEST 142 STREET, NEW YORK, NEW YORK","(40.8188204, -73.93793099999999)"
109,13379,1156 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995720.0,221779.0,"1156 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.7754562, -73.958553)"
110,13504,1130 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,995185.0,216743.0,"1130 1 AVENUE, NEW YORK, NEW YORK","(40.761468, -73.96024899999999)"
111,13509,112 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,04/18/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999150.0,233679.0,"112 WEST 125 STREET, NEW YORK, NEW YORK","(40.807847, -73.946406)"
112,13521,112 BOWERY,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,05/29/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985623.0,200873.0,"112 BOWERY, NEW YORK, NEW YORK","(40.7181161, -73.99516109999999)"
113,13582,111 WEST 126 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,04/18/2011 07:00:00 AM +0000,Open,Unspecified,,999296.0,233924.0,"111 WEST 126 STREET, NEW YORK, NEW YORK","(40.80894199999999, -73.94557)"
114,13665,1109 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995428.0,221239.0,"1109 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.773796, -73.959446)"
115,13725,10 ST NICHOLAS PLACE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,04/12/2011 07:00:00 AM +0000,Open,Unspecified,,1000197.0,240688.0,"10 ST NICHOLAS PLACE, NEW YORK, NEW YORK","(40.827212, -73.94203499999999)"
116,13728,10 MURRAY STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,06/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,982095.0,199150.0,"10 MURRAY STREET, NEW YORK, NEW YORK","(40.7133429, -74.0080862)"
117,13732,10 LINCOLN CENTER PLAZA,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,08/12/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,989164.0,220826.0,"10 LINCOLN CENTER PLAZA, NEW YORK, NEW YORK","(40.7726297, -73.9840963)"
118,13733,10 JERSEY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/29/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985437.0,203155.0,"10 JERSEY STREET, NEW YORK, NEW YORK","(40.7240872, -73.99540979999999)"
119,13738,10 EAST 64 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,04/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,992512.0,218771.0,"10 EAST 64 STREET, NEW YORK, NEW YORK","(40.766892, -73.970151)"
120,13745,109 WEST 27 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,04/13/2011 07:00:00 AM +0000,Open,Unspecified,,986553.0,210968.0,"109 WEST 27 STREET, NEW YORK, NEW YORK","(40.7458813, -73.9915279)"
121,13803,108 EAST 125 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,03/02/2011 08:00:00 AM +0000,Open,Unspecified,,1001287.0,232494.0,"108 EAST 125 STREET, NEW YORK, NEW YORK","(40.8048975, -73.93866849999999)"
122,13806,1089 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000870.0,244603.0,"1089 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8384817, -73.93985930000001)"
123,13814,1087 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000866.0,244578.0,"1087 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8385061, -73.9400644)"
124,13824,1085 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000862.0,244553.0,"1085 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8380816, -73.9401388)"
125,13829,1085 AMSTERDAM AVENUE,MANHATTAN,Unspecified MANHATTAN,Unspecified,9.0,10/05/2010 07:00:00 AM +0000,Open,Unspecified,,994681.0,232589.0,"1085 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.8050254, -73.9623503)"
126,13885,107 WEST 26 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,10/19/2010 07:00:00 AM +0000,Open,Unspecified,,986478.0,210715.0,"107 WEST 26 STREET, NEW YORK, NEW YORK","(40.745206, -73.9917959)"
127,13892,107 MACOMBS PLACE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/18/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1002113.0,240869.0,"107 MACOMBS PLACE, NEW YORK, NEW YORK","(40.8278322, -73.9355053)"
128,13960,106 MOSCO STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,08/07/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984442.0,199580.0,"106 MOSCO STREET, NEW YORK, NEW YORK","(40.7144801, -73.99912069999999)"
129,14022,105 PINEHURST AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,7.0,07/06/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001133.0,249614.0,"105 PINEHURST AVENUE, NEW YORK, NEW YORK","(40.851804, -73.93866)"
130,14026,105 MOSCO STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,08/07/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984431.0,199573.0,"105 MOSCO STREET, NEW YORK, NEW YORK","(40.7144565, -73.9991412)"
131,14031,105 EDGECOMBE AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999238.0,238011.0,"105 EDGECOMBE AVENUE, NEW YORK, NEW YORK","(40.8201979, -73.9456847)"
132,14035,10 5 AVENUE,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985291.0,206116.0,"10 5 AVENUE, NEW YORK, NEW YORK","(40.732486, -73.996585)"
133,14039,1057 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000831.0,244133.0,"1057 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.83689529999999, -73.940152)"
134,14085,104 WEST 27 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986611.0,210929.0,"104 WEST 27 STREET, NEW YORK, NEW YORK","(40.745468, -73.99168)"
135,14107,1047 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000848.0,244010.0,"1047 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8366127, -73.9401176)"
136,14120,1045 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000851.0,243985.0,"1045 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.83652499999999, -73.940258)"
137,14243,1030 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,8.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,994338.0,231980.0,"1030 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.8035481, -73.96366739999999)"
138,14259,102 WEST 124 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999063.0,233406.0,"102 WEST 124 STREET, NEW YORK, NEW YORK","(40.8071719, -73.9463717)"
139,14267,1028 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000904.0,243663.0,"1028 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8355749, -73.9396579)"
140,14330,101 WEST 140 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1001133.0,237115.0,"101 WEST 140 STREET, NEW YORK, NEW YORK","(40.8175508, -73.9389288)"
141,14335,101 WEST 116 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,998053.0,231554.0,"101 WEST 116 STREET, NEW YORK, NEW YORK","(40.802085, -73.9497742)"
142,14420,100 WEST 114 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,04/18/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997820.0,231055.0,"100 WEST 114 STREET, NEW YORK, NEW YORK","(40.8009244, -73.9511229)"
143,14431,100 MOSCO STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,07/26/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984396.0,199576.0,"100 MOSCO STREET, NEW YORK, NEW YORK","(40.7144712, -73.9992465)"
